id,name,name_cs
5044,"MUSHROOMS, SHIITAKE","HOUBY, SHIITAKE"
4841,"Mushrooms, white button","Houby, bílé tlačítko"
5182,"MUSHROOMS, WHITE BUTTON","HOUBY, BÍLÝ KNOFLÍK"
91,Mušle,Mušle
1274,"Mustard, prepared, yellow","Hořčice, připravená, žlutá"
1269,"Mustard, Yellow, Prepared, French's Classic Yellow Mustard, Minerals - NFY0210L1","Hořčice, žlutá, připravená, francouzská klasická žlutá hořčice, minerály - NFY0210L1"
1268,"Mustard, Yellow, Prepared, French's Classic Yellow Mustard, Proximates - NFY0210KB","Hořčice, žlutá, připravená, francouzská klasická žlutá hořčice, nejbližší - NFY0210KB"
1271,"Mustard, Yellow, Prepared, Store Brand, Minerals - NFY0210N4","Hořčice, žlutá, připravená, značka obchodu, minerály - NFY0210N4"
1273,"Mustard, Yellow, Prepared, Store Brand, Minerals - NFY0210O5","Hořčice, žlutá, připravená, značka obchodu, minerály - NFY0210O5"
1270,"Mustard, Yellow, Prepared, Store Brand, Proximates - NFY0210ME","Hořčice, žlutá, připravená, značka obchodu, nejbližší - NFY0210ME"
1272,"Mustard, Yellow, Prepared, Store Brand, Proximates - NFY0210NF","Hořčice, žlutá, připravená, značka obchodu, nejbližší - NFY0210NF"
1349,"Nectarines, fresh, Region 1, n/a, Yes - Minerals, Se, NF0008LS","Nektarinky, čerstvé, Oblast 1, neuvádí se, Ano – Minerály, Se, NF0008LS"
1350,"Nectarines, fresh, Region 1, n/a, Yes - Proximates, NF0008LR","Nektarinky, čerstvé, Oblast 1, neuvádí se, Ano – Proximáty, NF0008LR"
1338,"Nectarines, fresh, Region 2, n/a, Yes - Minerals, Se, NF0008MP","Nektarinky, čerstvé, Oblast 2, neuvádí se, Ano – Minerály, Se, NF0008MP"
1339,"Nectarines, fresh, Region 2, n/a, Yes - Proximates, NF0008MO","Nektarinky, čerstvé, Oblast 2, neuvádí se, Ano – Proximates, NF0008MO"
1344,"Nectarines, fresh, Region 3, n/a, Yes - Proximates, NF0008NF","Nektarinky, čerstvé, Oblast 3, neuvádí se, Ano – Proximáty, NF0008NF"
1340,"Nectarines, fresh, Region 4, n/a, Yes - Minerals, Se, NF0008OD","Nektarinky, čerstvé, Oblast 4, neuvádí se, Ano – Minerály, Se, NF0008OD"
1341,"Nectarines, fresh, Region 4, n/a, Yes - Proximates, NF0008OC","Nektarinky, čerstvé, Oblast 4, neuvádí se, Ano – Proximates, NF0008OC"
1351,"Nectarines, raw","Nektarinky, syrové"
1343,"Nectarines, Raw, Pass 2, Region 1, n/a, Yes, Minerals - NFY010BUB","Nektarinky, syrové, průchod 2, oblast 1, neuvádí se, ano, minerály – NFY010BUB"
1342,"Nectarines, Raw, Pass 2, Region 1, n/a, Yes, Proximates - NFY010BU9","Nektarinky, syrové, průchod 2, oblast 1, neuvádí se, ano, blízké - NFY010BU9"
1337,"Nectarines, Raw, Pass 2, Region 2, n/a, Yes, Minerals - NFY010BV7","Nektarinky, syrové, pass 2, region 2, neuvádí se, ano, minerály – NFY010BV7"
1336,"Nectarines, Raw, Pass 2, Region 2, n/a, Yes, Proximates - NFY010BV5","Nektarinky, syrové, průchod 2, oblast 2, neuvádí se, ano, blízké - NFY010BV5"
1346,"Nectarines, Raw, Pass 2, Region 3, n/a, Yes, Minerals - NFY010BW0","Nektarinky, syrové, průchod 2, oblast 3, neuvádí se, ano, minerály – NFY010BW0"
1345,"Nectarines, Raw, Pass 2, Region 3, n/a, Yes, Proximates - NFY010BVY","Nektarinky, syrové, průchod 2, oblast 3, neuvádí se, ano, blízké - NFY010BVY"
1348,"Nectarines, Raw, Pass 2, Region 4, n/a, Yes, Minerals - NFY010BWT","Nektarinky, syrové, průchod 2, oblast 4, neuvádí se, ano, minerály – NFY010BWT"
1347,"Nectarines, Raw, Pass 2, Region 4, n/a, Yes, Proximates - NFY010BWR","Nektarinky, Syrové, Pass 2, Region 4, n/a, Ano, Proximates – NFY010BWR"
144,Nevim,Nevim
602,"Nuts, almonds, dry roasted, with salt added","Ořechy, mandle, nasucho pražené, se solí"
6656,"Nuts, almonds, raw, whole","Ořechy, mandle, syrové, celé"
6453,"Nuts, almonds, whole, raw","Ořechy, mandle, celé, syrové"
7496,"Nuts, brazilnuts, raw","Ořechy, para ořechy, syrové"
7497,"Nuts, cashew nuts, raw","Ořechy, kešu ořechy, syrové"
7498,"Nuts, hazelnuts or filberts, raw","Ořechy, lískové ořechy nebo filbert, syrové"
7501,"Nuts, macadamia nuts, raw","Ořechy, makadamové ořechy, syrové"
6455,"Nuts, pecans, halves, raw","Ořechy, pekanové ořechy, půlky, syrové"
6641,"Nuts, pecans, raw, halves","Ořechy, pekanové ořechy, syrové, půlky"
6452,"Nuts, pine nuts, raw","Ořechy, piniové oříšky, syrové"
7502,"Nuts, pistachio nuts, raw","Ořechy, pistáciové oříšky, syrové"
6454,"Nuts, walnuts, English, halves, raw","Ořechy, vlašské ořechy, anglické, půlky, syrové"
6648,"Nuts, walnuts, English, raw, halves","Ořechy, vlašské ořechy, anglické, syrové, půlky"
2219,"OATMEAL COOKIES WITH RAISINS, PEPPERIDGE FARM SOFT BAKED","OVESNÉ SUŠENKY S ROZINKAMI, PEPŘIKOVÁ FARM PEČENÁ NA MEMKO"
2223,"OATMEAL COOKIES WITH RAISINS, STORE/OTHER BRAND","OVESNÉ SUŠENKY S ROZINKAMI, OBCHOD/JINÁ ZNAČKA"
5776,"oat milk, refrigerated, unsweetened","ovesné mléko, chlazené, neslazené"
5760,"Oat milk, unsweetened, plain, refrigerated","Ovesné mléko, neslazené, obyčejné, chlazené"
6456,"Oats, whole grain, rolled, old fashioned","Oves, celozrnný, rolovaný, staromódní"
6457,"Oats, whole grain, steel cut","Oves, celozrnný, ocelový řez"
8294,oaxaca,oaxaca
4015,"Oil, canola","Olej, řepka"
1807,"Oil, coconut","Olej, kokos"
4022,"Oil, corn","Olej, kukuřice"
4845,"Oil, olive, extra light","Olejový, olivový, extra lehký"
5102,"OIL, OLIVE, EXTRA LIGHT","OLEJ, OLIVOVÝ, EXTRA LEHKÝ"
4067,"Oil, olive, extra virgin","Olej, olivový, extra panenský"
4842,"Oil, peanut","Olej, arašídy"
5078,"OIL, PEANUT","OLEJ, ARAŠÍDOVÁ"
4844,"Oil, safflower","Olej, světlice barvířská"
5094,"OIL, SAFFLOWER","OLEJ, SAFLOR"
4028,"Oil, soybean","Olej, sójové boby"
4843,"Oil, sunflower","Olej, slunečnice"
5086,"OIL, SUNFLOWER","OLEJ, SLUNEČNÍK"
4029,"Olive oil, extra virgin","Olivový olej, extra panenský"
2182,"Olives, Green Manzanilla, Lindsay - GA, IA","Olivy, zelená manzanilla, Lindsay - GA, IA"
2176,"Olives, Green Manzanilla, Lindsay - IN, NC","Olives, Green Manzanilla, Lindsay - IN, NC"
2188,"Olives, Green Manzanilla, Lindsay - KY, NE","Olivy, zelená manzanilla, Lindsay - KY, NE"
2172,"Olives, Green Manzanilla, Mario - CA1","Olivy, zelená manzanilla, Mario - CA1"
2193,"Olives, Green Manzanilla, Mario - GA, IN","Olivy, zelená manzanilla, Mario - GA, IN"
2185,"Olives, Green Manzanilla, Mario - KY, TX","Olivy, zelená manzanilla, Mario - KY, TX"
2174,"Olives, Green Manzanilla, Mario - NE, NC","Olivy, zelená manzanilla, Mario - NE, NC"
2202,"Olives, Green Manzanilla - PA, NJ","Olivy, zelená manzanilla - PA, NJ"
2199,"Olives, Green Manzanilla, Star - AZ, CA2","Olivy, zelená manzanilla, hvězda - AZ, CA2"
2178,"Olives, Green Manzanilla, Store Brand - GA, IN","Olivy, zelená manzanilla, značka obchodu - GA, IN"
2196,"Olives, Green Manzanilla, Store Brand, Great Value - KY, CA1","Olivy, zelená manzanilla, značka obchodu, skvělá hodnota - KY, CA1"
2191,"Olives, Green Manzanilla, Store Brand, Great Value - NE, NC","Olivy, Green Manzanilla, Store Brand, Skvělá hodnota - NE, NC"
2180,"Olives, Green Manzanilla, Store Brand - IA, TX","Olivy, zelená manzanilla, značka obchodu - IA, TX"
2204,"Olives, green, Manzanilla, stuffed with pimiento","Olivy, zelené, manzanilla, plněné pimientem"
2171,Olives green stuffed with pimentos,Olivy zelené plněné pimentem
2186,"Olives, green, stuffed with pimentos - NFY1213MN","Olivy, zelené, plněné kořením - NFY1213MN"
2194,"Olives, green, stuffed with pimentos - NFY1213NA","Olivy, zelené, plněné kořením - NFY1213NA"
2189,"Olives, green, stuffed with pimentos - NFY1213NV","Olivy, zelené, plněné kořením - NFY1213NV"
2183,"Olives, green, stuffed with pimentos - NFY1213OJ","Olivy, zelené, plněné pimentem - NFY1213OJ"
2197,"Olives, green, stuffed with pimentos - NFY1213P4","Olivy, zelené, plněné kořením - NFY1213P4"
2200,"Olives, green, stuffed with pimentos - NFY1213PR","Olivy, zelené, plněné kořením - NFY1213PR"
2203,"Olives, green, stuffed with pimentos - NFY1213QE","Olivy, zelené, plněné kořením - NFY1213QE"
116,Olivový olej,Olivový olej
826,"Onion rings, breaded, par fried, frozen, prepared, heated in oven","Cibulové kroužky, obalované, předsmažené, zmrazené, připravené, ohřáté v troubě"
4500,"ONIONS, RED","CIBULE, ČERVENÁ"
4518,"Onions, red, raw","Cibule, červená, syrová"
4649,"ONIONS, WHITE","CIBULE, BÍLÁ"
4667,"Onions, white, raw","Cibule, bílá, syrová"
4519,"ONIONS, YELLOW","CIBULE, ŽLUTÁ"
4537,"Onions, yellow, raw","Cibule, žlutá, syrová"
5429,"Orange juice, no pulp, not fortified, from concentrate, refrigerated","Pomerančový džus, bez dužiny, není obohacený, z koncentrátu, chlazený"
5435,"Orange juice, no pulp, not fortified, not from concentrate, refrigerated","Pomerančový džus, bez dužiny, není obohacený, není z koncentrátu, chlazený"
5557,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED","POMERANČOVÁ ŠŤÁVA, CHLAZENÁ, BEZ DRUŽINY, NEFTIFIKOVANÁ"
5565,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE","POMERANČOVÁ ŠŤÁVA, CHLAZENÁ, BEZ DRUŽINY, NEFTIFIKOVANÁ, Z KONCENTRÁTU"
1375,"Oranges, Navel, Pass 2, Region 1, n/a, Yes - Minerals, NFY010745","Pomeranče, Navel, Pass 2, Region 1, n/a, Ano – Minerály, NFY010745"
1374,"Oranges, Navel, Pass 2, Region 1, n/a, Yes - Proximates, NFY010743","Pomeranče, pupek, průjezd 2, oblast 1, není k dispozici, ano – proximáty, NFY010743"
1353,"Oranges, Navel, Pass 2, Region 2, n/a, Yes - Minerals, NFY01074X","Pomeranče, Navel, Pass 2, Region 2, n/a, Ano – Minerály, NFY01074X"
1352,"Oranges, Navel, Pass 2, Region 2, n/a, Yes - Proximates, NFY01074V","Pomeranče, Navel, Pass 2, Region 2, n/a, Yes – Proximates, NFY01074V"
1357,"Oranges, Navel, Pass 2, Region 3, n/a, Yes - Minerals, NFY01075O","Pomeranče, pupek, průchod 2, oblast 3, neuvádí se, ano – minerály, NFY01075O"
1356,"Oranges, Navel, Pass 2, Region 3, n/a, Yes - Proximates, NFY01075M","Pomeranče, pupek, průjezd 2, oblast 3, není k dispozici, ano – nejbližší, NFY01075M"
1355,"Oranges, Navel, Pass 2, Region 4, n/a, Yes - Minerals, NFY01076E","Pomeranče, Navel, Pass 2, Region 4, n/a, Ano – Minerály, NFY01076E"
1354,"Oranges, Navel, Pass 2, Region 4, n/a, Yes - Proximates, NFY01076C","Pomeranče, pupek, průjezd 2, oblast 4, není k dispozici, ano – nejbližší, NFY01076C"
1360,"Oranges, Navel, Raw, Region 1, n/a, Yes, Fiber - NFY0103ZW","Pomeranče, pupek, syrové, oblast 1, neuvádí se, ano, vláknina – NFY0103ZW"
1359,"Oranges, Navel, Raw, Region 1, n/a, Yes, Minerals - NFY0103ZR","Pomeranče, pupek, syrové, oblast 1, neuvádí se, ano, minerály - NFY0103ZR"
1358,"Oranges, Navel, Raw, Region 1, n/a, Yes, Proximates - NFY0103ZP","Pomeranče, pupek, syrové, oblast 1, neuvádí se, ano, nejbližší - NFY0103ZP"
1361,"Oranges, Navel, Raw, Region 1, n/a, Yes, Proximates - NFY01040J","Pomeranče, pupek, syrové, oblast 1, neuvádí se, ano, blízké - NFY01040J"
1364,"Oranges, Navel, Raw, Region 2, n/a, Yes, Fiber - NFY01040Y","Pomeranče, pupek, syrové, oblast 2, neuvádí se, ano, vláknina – NFY01040Y"
1363,"Oranges, Navel, Raw, Region 2, n/a, Yes, Minerals - NFY01040S","Pomeranče, pupek, syrové, oblast 2, neuvádí se, ano, minerály – NFY01040S"
1362,"Oranges, Navel, Raw, Region 2, n/a, Yes, Proximates - NFY01040Q","Pomeranče, pupek, syrové, oblast 2, neuvádí se, ano, blízké - NFY01040Q"
1365,"Oranges, Navel, Raw, Region 2, n/a, Yes, Proximates - NFY01041J","Pomeranče, pupek, syrové, oblast 2, neuvádí se, ano, blízké - NFY01041J"
1372,"Oranges, Navel, Raw, Region 3, n/a, Yes, Fiber - NFY01041V","Pomeranče, pupek, syrové, oblast 3, neuvádí se, ano, vláknina – NFY01041V"
1371,"Oranges, Navel, Raw, Region 3, n/a, Yes, Minerals - NFY01041Q","Pomeranče, pupek, syrové, oblast 3, neuvádí se, ano, minerály – NFY01041Q"
1370,"Oranges, Navel, Raw, Region 3, n/a, Yes, Proximates - NFY01041O","Pomeranče, pupek, syrové, oblast 3, neuvádí se, ano, blízké - NFY01041O"
1373,"Oranges, Navel, Raw, Region 3, n/a, Yes, Proximates - NFY01042H","Pomeranče, pupek, syrové, oblast 3, neuvádí se, ano, blízké - NFY01042H"
1369,"Oranges, Navel, Raw, Region 4, n/a, Yes, Fiber - NFY01042V","Pomeranče, pupek, syrové, oblast 4, neuvádí se, ano, vláknina – NFY01042V"
1368,"Oranges, Navel, Raw, Region 4, n/a, Yes, Minerals - NFY01042Q","Pomeranče, pupek, syrové, oblast 4, neuvádí se, ano, minerály – NFY01042Q"
1367,"Oranges, Navel, Raw, Region 4, n/a, Yes, Proximates - NFY01042O","Pomeranče, pupek, syrové, oblast 4, neuvádí se, ano, blízké - NFY01042O"
1366,"Oranges, Navel, Raw, Region 4, n/a, Yes, Proximates - NFY01043D","Pomeranče, pupek, syrové, oblast 4, neuvádí se, ano, blízké - NFY01043D"
3529,"Oranges, raw, navels","Pomeranče, syrové, pupky"
1376,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","Pomeranče, syrové, pupky (Zahrnuje potraviny pro program distribuce potravin USDA)"
4,Pančeta,Pančeta
124,Paprika - červená,Paprika - červená
129,Paprika - chilli,Paprika - chilli
132,Paprika žlutá,Paprika žlutá
5,Parmazán,Parmazán
73,Parmezán,Parmezán
9856,"pawpaw, peeled, seeded, raw","tlapa, oloupaná, se semeny, syrová"
9636,"Pawpaw, peeled, seeded, raw","Pawpaw, oloupaná, se semínky, syrová"
1051,"Peaches, Raw, Pass 2, Region 1, n/a, Yes, Minerals - NFY010BR3","Peaches, Raw, Pass 2, Region 1, n/a, Ano, Minerály – NFY010BR3"
1050,"Peaches, Raw, Pass 2, Region 1, n/a, Yes, Proximates - NFY010BR1","Peaches, Raw, Pass 2, Region 1, n/a, Ano, Proximates – NFY010BR1"
1045,"Peaches, Raw, Pass 2, Region 2, n/a, Yes, Minerals - NFY010BRX","Peaches, Raw, Pass 2, Region 2, n/a, Ano, Minerály – NFY010BRX"
1044,"Peaches, Raw, Pass 2, Region 2, n/a, Yes, Proximates - NFY010BRV","Peaches, Raw, Pass 2, Region 2, n/a, Ano, Proximates – NFY010BRV"
1049,"Peaches, Raw, Pass 2, Region 3, n/a, Yes, Minerals - NFY010BSP","Peaches, Raw, Pass 2, Region 3, n/a, Ano, Minerály – NFY010BSP"
1048,"Peaches, Raw, Pass 2, Region 3, n/a, Yes, Proximates - NFY010BSN","Peaches, Raw, Pass 2, Region 3, n/a, Ano, Proximates – NFY010BSN"
1047,"Peaches, Raw, Pass 2, Region 4, n/a, Yes, Minerals - NFY010BTJ","Peaches, Raw, Pass 2, Region 4, n/a, Ano, Minerály – NFY010BTJ"
1046,"Peaches, Raw, Pass 2, Region 4, n/a, Yes, Proximates - NFY010BTH","Peaches, Raw, Pass 2, Region 4, n/a, Ano, Proximates – NFY010BTH"
1041,"Peaches, raw, Region 1, n/a, Yes - Minerals, Se,  NF00094D","Broskve, syrové, Oblast 1, neuvádí se, Ano – Minerály, Se, NF00094D"
1040,"Peaches, raw, Region 1, n/a, Yes - Proximates,  NF00094C; NF000956","Broskve, syrové, Oblast 1, neuvádí se, Ano - Proximáty, NF00094C; NF000956"
1037,"Peaches, raw, Region 2, n/a, Yes - Minerals, Se,  NF00095C","Broskve, syrové, Oblast 2, neuvádí se, Ano – Minerály, Se, NF00095C"
1036,"Peaches, raw, Region 2, n/a, Yes - Proximates,  NF00095B, NF00095Y","Broskve, syrové, Oblast 2, neuvádí se, Ano – Proximáty, NF00095B, ​​NF00095Y"
1043,"Peaches, raw, Region 3, n/a, Yes - Minerals, Se,  NF0009DJ","Broskve, syrové, Region 3, neuvádí se, Ano - Minerály, Se, NF0009DJ"
1042,"Peaches, raw, Region 3, n/a, Yes - Proximates,","Broskve, syrové, Oblast 3, neuvádí se, Ano – Proximáty,"
1039,"Peaches, raw, Region 4, n/a, Yes - Minerals, Se,  NF0009EI","Broskve, syrové, Region 4, neuvádí se, Ano – Minerály, Se, NF0009EI"
1038,"Peaches, raw, Region 4, n/a, Yes - Proximates,  NF0009EH, NF0009F4","Broskve, syrové, Oblast 4, neuvádí se, Ano – Proximáty, NF0009EH, NF0009F4"
1052,"Peaches, yellow, raw","Broskve, žluté, syrové"
6278,"peanut butter, creamy","arašídové máslo, krémové"
6210,"Peanut butter, creamy","Arašídové máslo, krémové"
954,"Peanut butter, smooth style, with salt","Arašídové máslo, hladké, se solí"
7570,"peanuts, raw","arašídy, syrové"
7499,"Peanuts, raw","Arašídy, syrové"
8934,"Pear, Anjou, green, with skin, raw","Hruška, Anjou, zelená, se slupkou, syrová"
9402,"Pear, Anjou, green, with skin, seeded, core removed, raw","Hruška, Anjou, zelená, se slupkou, bez pecek, s odstraněným jádrem, syrová"
2166,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Minerals, NFY0106WB","Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Ano – Minerals, NFY0106WB"
2165,"Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes - Proximates, NFY0106W9","Pears, Bartlett, Pass 2, Regions 1 & 4, n/a, Yes – Proximates, NFY0106W9"
2169,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Minerals, NFY0106X1","Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Ano – Minerals, NFY0106X1"
2168,"Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes - Proximates, NFY0106WZ","Pears, Bartlett, Pass 2, Regions 2 & 3, n/a, Yes – Proximates, NFY0106WZ"
2138,"Pears, Bartlett, Region 1, n/a, Yes, Fiber - NFY000095","Hrušky, Bartlett, oblast 1, neuvádí se, ano, vláknina – NFY000095"
2137,"Pears, Bartlett, Region 1, n/a, Yes, Proximates - NFY000093","Hrušky, Bartlett, oblast 1, neuvádí se, ano, nejbližší - NFY000093"
2153,"Pears, Bartlett, Region 2, n/a, Yes, Fiber - NFY00009H","Hrušky, Bartlett, Region 2, neuvádí se, Ano, Vláknina - NFY00009H"
2152,"Pears, Bartlett, Region 2, n/a, Yes, Proximates - NFY00009F","Hrušky, Bartlett, oblast 2, neuvádí se, ano, nejbližší - NFY00009F"
2149,"Pears, Bartlett, Region 3, n/a, Yes, Fiber - NFY00009T","Hrušky, Bartlett, Region 3, neuvádí se, Ano, vláknina - NFY00009T"
2150,"Pears, Bartlett, Region 3, n/a, Yes, Proximates - NFY00009Y","Hrušky, Bartlett, oblast 3, neuvádí se, ano, nejbližší - NFY00009Y"
2135,"Pears, Bartlett, Region 4, n/a, Yes, Fiber - NFY0000A5","Hrušky, Bartlett, oblast 4, neuvádí se, ano, vláknina – NFY0000A5"
2134,"Pears, Bartlett, Region 4, n/a, Yes, Proximates - NFY0000AA","Hrušky, Bartlett, oblast 4, neuvádí se, ano, nejbližší - NFY0000AA"
2136,"Pears, Bartlett, Regions 1 & 4, n/a, Yes, Minerals - NFY00008E","Hrušky, Bartlett, oblasti 1 a 4, neuvádí se, Ano, minerály - NFY00008E"
2151,"Pears, Bartlett, Regions 2 & 3, n/a, Yes, Minerals - NFY00007P","Hrušky, Bartlett, oblasti 2 a 3, neuvádí se, Ano, minerály - NFY00007P"
2146,"Pears, Bosc, Region 1, n/a, Yes, Fiber - NFY0000BR","Hrušky, Bosc, Oblast 1, neuvádí se, Ano, Vláknina – NFY0000BR"
2145,"Pears, Bosc, Region 1, n/a, Yes, Proximates - NFY0000BP","Hrušky, Bosc, Region 1, neuvádí se, Ano, Blízké - NFY0000BP"
2161,"Pears, Bosc, Region 2, n/a, Yes, Fiber - NFY0000C3","Hrušky, Bosc, Region 2, neuvádí se, Ano, Vláknina – NFY0000C3"
2160,"Pears, Bosc, Region 2, n/a, Yes, Proximates - NFY0000C1","Hrušky, Bosc, Region 2, neuvádí se, Ano, Blízké - NFY0000C1"
2155,"Pears, Bosc, Region 3, n/a, Yes, Fiber - NFY0000CF","Hrušky, Bosc, Region 3, neuvádí se, Ano, Vláknina – NFY0000CF"
2156,"Pears, Bosc, Region 3, n/a, Yes, Proximates - NFY0000CK","Hrušky, Bosc, Region 3, neuvádí se, Ano, Blízké – NFY0000CK"
2140,"Pears, Bosc, Region 4, n/a, Yes, Fiber - NFY0000CR","Hrušky, Bosc, Region 4, neuvádí se, Ano, Vláknina – NFY0000CR"
2141,"Pears, Bosc, Region 4, n/a, Yes, Proximates - NFY0000CW","Hrušky, Bosc, Region 4, neuvádí se, Ano, Blízké - NFY0000CW"
2139,"Pears, Bosc, Regions 1 & 4, n/a, Yes, Minerals - NFY0000B2","Hrušky, Bosc, oblasti 1 a 4, neuvádí se, Ano, minerály - NFY0000B2"
2154,"Pears, Bosc, Regions 2 & 3, n/a, Yes, Minerals - NFY0000AF","Hrušky, Bosc, oblasti 2 a 3, neuvádí se, Ano, minerály - NFY0000AF"
2148,"Pears, Green Anjou, Region 1, n/a, Yes, Fiber - NFY0000H8","Hrušky, zelené Anjou, oblast 1, neuvádí se, Ano, vláknina - NFY0000H8"
2147,"Pears, Green Anjou, Region 1, n/a, Yes, Proximates - NFY0000H6","Hrušky, zelené Anjou, oblast 1, neuvádí se, ano, blízké - NFY0000H6"
2163,"Pears, Green Anjou, Region 2, n/a, Yes, Fiber - NFY0000HK","Hrušky, Green Anjou, Region 2, neuvádí se, Ano, Vláknina - NFY0000HK"
2162,"Pears, Green Anjou, Region 2, n/a, Yes, Proximates - NFY0000HI","Hrušky, zelené Anjou, oblast 2, neuvádí se, ano, blízké - NFY0000HI"
2158,"Pears, Green Anjou, Region 3, n/a, Yes, Fiber - NFY0000HW","Hrušky, Green Anjou, Region 3, neuvádí se, Ano, Vláknina - NFY0000HW"
2159,"Pears, Green Anjou, Region 3, n/a, Yes, Proximates - NFY0000I1","Hrušky, Green Anjou, Region 3, neuvádí se, Ano, Blízké - NFY0000I1"
2143,"Pears, Green Anjou, Region 4, n/a, Yes, Fiber - NFY0000I8","Hrušky, Green Anjou, Region 4, neuvádí se, Ano, Vláknina - NFY0000I8"
2144,"Pears, Green Anjou, Region 4, n/a, Yes, Proximates - NFY0000ID","Hrušky, Green Anjou, Region 4, neuvádí se, Ano, Blízké – NFY0000ID"
2142,"Pears, Green Anjou, Regions 1 & 4, n/a, Yes, Minerals - NFY0000GH","Hrušky, zelené Anjou, oblasti 1 a 4, neuvádí se, Ano, minerály – NFY0000GH"
2157,"Pears, Green Anjou, Regions 2 & 3, n/a, Yes, Minerals - NFY0000FS","Hrušky, zelené Anjou, oblasti 2 a 3, neuvádí se, Ano, minerály – NFY0000FS"
3531,"Pears, raw, bartlett","Hrušky, syrové, bartlett"
2170,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)","Hrušky, syrové, bartlett (Zahrnuje potraviny pro program distribuce potravin USDA)"
7916,"peas, green, sweet, canned, sodium added, sugar added","hrášek, zelený, sladký, konzervovaný, přidaný sodík, přidaný cukr"
7832,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed","Hrášek, zelený, sladký, konzervovaný, přidaný sodík, přidaný cukr, scezený a propláchnutý"
46,Penne,Penne
138,Penneisto,Penneisto
5857,"peppers, bell, green, raw","paprika, zvonek, zelená, syrová"
5853,"Peppers, bell, green, raw","Papriky, zvon, zelené, syrové"
5977,"peppers, bell, orange, raw","paprika, zvonek, pomeranč, syr"
5856,"Peppers, bell, orange, raw","Papriky, zvonek, pomeranč, syrové"
6004,"peppers, bell, orange, raw, mini","paprika, zvonek, pomeranč, syrová, mini"
5881,"peppers, bell, red, raw","paprika, zvonek, červená, syrová"
5855,"Peppers, bell, red, raw","Papriky, zvon, červené, syrové"
6001,"peppers, bell, red, raw, mini","paprika, zvonek, červená, syrová, mini"
5953,"peppers, bell, yellow, raw","paprika, zvonek, žlutá, syrová"
5854,"Peppers, bell, yellow, raw","Paprika, zvonek, žlutá, syrová"
6007,"peppers, bell, yellow, raw, mini","paprika, zvonek, žlutá, syrová, mini"
19,Pepř,Pepř
908,"Pickles, cucumber, dill or kosher dill","Nakládaná zelenina, okurka, kopr nebo košer kopr"
870,"Pickles, kosher dill","Nakládané okurky, košer kopr"
869,"Pickles, Kosher dill","Nakládané okurky, košer kopr"
6458,"Pineapple, raw","Ananas, syrový"
42,Piškoty,Piškoty
7546,"pistachio nuts, raw","pistáciové oříšky, syrové"
8994,"Plantains, black, overripe, peeled, raw","Jitrocel, černý, přezrálý, loupaný, syrový"
8958,"Plantains, green, unripe, peeled, raw","Jitrocel, zelený, nezralý, oloupaný, syrový"
8941,"Plantains, overripe, raw","Jitrocel, přezrálý, syrový"
8915,"Plantains, ripe, raw","Banány, zralé, syrové"
8916,"Plantains, underripe, raw","Jitrocel, nezralý, syrový"
8976,"Plantains, yellow, ripe, peeled, raw","Jitrocel, žlutý, zralý, loupaný, syrový"
9450,"Plum, black, with skin, pitted, raw","Švestková, černá, se slupkou, vypeckovaná, syrová"
8935,"Plum, black, with skin, raw","Švestková, černá, se slupkou, syrová"
80,Podmáslí,Podmáslí
55,Pohanka,Pohanka
56,Polenta,Polenta
9635,"Pork, belly, with skin, raw","Vepřové maso, bůček, s kůží, syrové"
9634,"Pork, chop, center cut, raw","Vepřové maso, kotleta, středový řez, syrové"
4333,"Pork, cured, bacon, cooked, restaurant","Vepřové maso, uzené, slanina, vařené, restaurace"
7434,"pork, ground, raw","vepřové, mleté, syrové"
7415,"Pork, ground, raw","Vepřové, mleté, syrové"
8068,"pork, loin, boneless","vepřové maso, karé, bez kostí"
8060,"Pork, loin, boneless, raw","Vepřové maso, karé, vykostěné, syrové"
8061,"Pork, loin, tenderloin, boneless, raw","Vepřové maso, karé, panenka, vykostěné, syrové"
8070,"pork, tenderloin, boneless","vepřové maso, panenka, vykostěné"
6463,"Potatoes, gold, without skin, raw","Brambory, zlaté, bez slupky, syrové"
6462,"Potatoes, red, without skin, raw","Brambory, červené, bez slupky, syrové"
6461,"Potatoes, russet, without skin, raw","Brambory, rezavé, bez slupky, syrové"
10,Protein,Protein
1809,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (AL1)","Protein, popel a vlhkost, Mletý krocan, 93 % libové, 7 % tuku, drobky grilované na pánvi (AL1)"
